13139.9	3026.9
14651.7	3360.7
24039.8	6371.3
9346.9	6403.1
7505.1	6929.4
30066.2	7209.1
24468	8647.2
14234.1	8723.6
30379.8	8639
27132.8	9200.4
37928.6	9268.5
17538.7	9893.3
16441.4	10028.9
34866.2	10835.2
11270.6	10954.9
37167.6	11139.9
7216.3	11445.4
8024.2	11931.2
6290.6	12039.4
27320.9	12153.2
32127.3	11950.8
11363.2	12211.1
16630.2	12560.7
18933.3	12652.2
13868.2	12994
15067.9	13219.9
21466.7	13489.8
10553.1	14078.5
16233.2	14024.3
11923	14275.2
7404.7	14359.7
18767	15052.9
11208.3	15194.7
9855.3	15569.2
13369.4	15778
26230.2	15907.9
24260.2	16542.2
11632.9	16908
17223.9	17341
32409.7	18081.8
24266.5	18446.1
22239.2	19280.5
29140.3	19221.2
18618.5	19726
32089.5	19705.5
16496.2	19857.4
28727.3	20064.7
7928.9	20930.6
12066.9	21683.7
15158.9	22244.3
24848.3	22485.9
12651.5	23098
18324.6	23222.4
34774.3	23244.5
16030.3	23358
28745.7	23307.5
6790.5	23629.8
12041.3	23720.6
22451.4	24176.7
28415.6	24408.5
6938.9	24731
9488.7	24912.9
20585.7	25127.7
15097	25258.5
5867.6	25382
25234.6	25435
31066.5	25799.4
27926.7	26422.9
32068.4	26721.6
34224.4	26757.4
7164.9	27545.7
8606.3	27702.5
23081.8	27608.9
26102.8	28682.3
27380.2	28758.4
30826.6	28617.5
35132.4	28801.8
14046.8	29370.3
31779.8	29287.7
37237.7	29464.9
24674.3	30457.7
17599.8	30650.3
36879.2	31011.7
24279.9	31712.3
12299.2	32256.1
10729.8	32596.6
10761.2	33347.2
10208.7	33797.9
20830.8	34202.4
25593.8	34825.9
29425.9	35478.2
27399.3	36063
14164.5	36374.4
28525.3	36833.6
8957	2512.6
19509.6	3145.4
35279.6	7117.2
28128.2	7864.6
37139.7	8534.8
10628.7	8805
26818.2	8796.4
20706.2	10291.5
34022.8	10642.9
25025.3	10989.3
24499.2	12491.2
20308	13246.7
25320.7	14461.5
23653.2	14794.9
27346	15088.2
33068.6	15323.9
8130.5	15790.4
4387.5	16354.7
23447.3	16399.6
31574.2	16326.1
24214.1	17383.2
36557.2	18122.3
27225.1	18471.2
8516.1	18879
24364.9	20124
30064.9	20250.7
16181.6	21564.6
11029.2	22604.5
11154.4	24297.2
34971.2	25410
10750.6	25748
14261.1	25647.3
32872.4	25802.2
20618.8	26656.5
16408.5	27569.7
9295.6	27813.3
35691.4	28406.1
15982.2	28722.2
21717.7	28602.5
12428.3	29850.9
34490.5	29848.1
21816.9	31798.9
8465.6	32087.6
18661.1	32289.7
34649.7	32285
29338.2	32562.7
13815.8	34890.5
31916.6	36238.2
27470.5	37067.9
13132.9	3023.7
21763.4	4226.5
23502.2	6776.1
25614.8	7859.1
14208.6	8731.8
19455.8	9377
5617.1	9661.5
17569.7	9887.4
37643.3	10712
33384	11482
21460.5	13534.8
4872.8	14030.8
8458.7	13944.1
11202.7	15203.8
32578.5	15411.9
9844.2	15580.9
28662.6	16709.3
12231.9	18665
10349.6	19151
17763.3	19973.7
5275.2	20746.1
19951.8	21378.5
30773.5	21557.3
24864.7	22511.3
12611.2	23100.9
28718.3	23363.6
34780.4	23311.4
29803.5	23609
12031.6	23673.2
3998.5	24074.4
9461.1	24924.2
25714.6	25139.5
37727.1	25527.8
26888	26503.1
21139.2	27416.2
24629.2	27442.4
33080.1	28531.1
14009.1	29371.6
14479.3	30413
17627	30632.1
36862.3	31010.7
17196.1	31547.2
16912.6	33733.8
27089.2	34732.3
25611.6	34835.1
27366.7	36082.4
16770.1	2241
16704.1	2741.4
33584.2	7270.6
34495.7	7470
13551.3	7698.3
28162.2	7900.9
30391.5	8655
37130	8563.1
21893.6	8999.4
24119.2	9883
28001.8	10292.2
37391.7	10226.1
7682.4	10780.6
15819.7	11663.8
32117.6	11925.8
10177.9	12064.7
11348.9	12192.1
24473.2	12455.5
26136	13782.6
16263.5	14009
28781.5	14822
33076	15336
31607.5	16301.1
11624.1	16902.5
36160.5	17686.1
4962.8	18474.7
3895	19352
18616.7	19730.8
35434.5	20005.6
16218.8	21569.1
19056	22218
34709.3	22701.6
18324.3	23266.3
16028.6	23326.1
21255.4	23582.5
6773.7	23660.9
22441.3	24205.5
6929.3	24749.4
21999.7	28171.7
16905.8	29374.1
22170	31238.5
20842.6	34227.4
23982.7	36804.1
19489.5	3124.4
9361.3	6410.6
23504.9	6778.9
26739.7	6741.2
8239.8	6999.9
35275.7	7145.8
25615.4	7825.1
24144	8047.8
33465.5	8420.2
37950.6	9147.9
5620.6	9613.5
8013.6	11898.1
20327.9	13264.7
23669	14795.3
15045.5	15129.3
18810.5	15067.5
27359	15067.7
22079.3	15559
23636.1	15787.4
8065.1	15817.9
32296.4	17040.2
29818.8	17816.3
24193.4	18399.1
27264.1	18501.8
26782.5	19091.6
14758.2	19630.5
16485.1	19800.9
30130	20248.5
27036.2	21205
24213.4	21852.1
32704.3	22604.5
6889.1	22849
9225.5	22924.3
30440.8	22904.2
29821.9	23605.9
30833	23803.7
34252.1	24158.4
20579.8	25132.6
25675.3	25097.1
5858	25424.2
31055.5	25832.4
32064.1	26754
16429.9	27511
37727.8	28190.1
29988.6	28547.5
15968.1	28718.8
37996.3	28960
30429.6	31035.4
36850.2	30997.8
9037.2	32552.3
34813.9	32476.2
28507.5	36852.6
22360.6	37488.3
26066.5	38362.4
16774.2	2648.6
14671.2	2733.7
16345.4	3854.8
33215.7	7368.2
37143.4	8579.9
21898.3	8988.9
23282.4	9673.4
37400.9	10251.6
28678.5	10449.7
12269.3	11435.5
10182.3	12066.5
11101.7	12174.3
34769.4	12112.7
31843.7	13626.3
16210.6	14074
4203.5	15037.6
30599.1	15461.9
28209	15772.8
33106.9	16202.6
23404.9	16397.3
7002	17426
30914.2	17536.3
4894	18451.4
22241.8	19271.9
11010.3	22622.3
34713.4	22681.9
12675.9	23112.2
16031.5	23360.2
28786.7	23341.8
14752.5	24408.8
28372.5	24432.2
6533.1	25084
20621.3	26677.7
34236.4	26741.3
9346.4	27817.5
35732.6	28362.2
27381.9	28736
30947.3	30590
18762.4	30742
21808.2	31782.4
15331.7	32097.8
34452.3	33225.1
13291	34080.7
20839.4	34197.7
23975.3	36787.7
30888.2	36933.6
29054.9	38394.5
21719.5	4188.4
24332.2	5848.1
26828.3	6658.2
7499.9	6945.3
14558.8	6911.8
8229.9	7024.4
40390.2	7770.2
21517.7	10066.1
20688.2	10312.6
37580	10695.4
30887.5	11910.4
15048.1	13195.3
21442.8	13557.1
22292.3	13498.9
33807.6	14593.7
11217.5	15219.5
9861.7	15557.3
12283.3	17801.3
34640.8	18650.3
16761.7	18800.3
8540.2	18888.3
13481.1	19073.9
26767.8	19063.4
18621.9	19739.6
32114.7	19734.3
23740.9	19977
28707.5	20128
3021.6	22699.5
9212.7	22916
21244.5	23586.5
6925.5	24736.8
24156.9	25900.5
31056	25788.8
28819.3	26141.4
30418.1	26120.3
32081.3	26740.3
24589.6	27437.8
8587.3	27780.9
29960.6	28477.3
30843.1	28603.9
34447.6	29890.9
22424.7	30128.4
35985.7	30101.8
14473.6	30418.3
17632.8	30656.4
37897.4	30994.4
36879.5	30961.5
12337.2	32243.4
29328.7	32529.1
10264.6	33857.2
25568.2	34836.9
29377.9	35477.3
31948.4	36216.1
28478.4	36859.7
26120.6	38359
8966.8	2515.3
16734	2723.1
18057.4	3155.4
24037.7	6333.4
12821.9	7015
35317.2	7120.8
34487.7	7459.5
28182.1	7889.8
24547.2	8639.9
23321.8	8873.4
5607.3	9667
38368.8	9602.9
11242.4	10972.2
37159.9	11170
7188.5	11451.4
8037.3	11903.6
26474.9	11982.9
13004	12739.3
20314	13247.3
23565.5	13348.4
26171.3	13732.1
27352	15046.7
30618.4	15508.5
11111.5	16434.8
24240.9	16566.2
28661.3	16718
24157.9	17458.8
32418.1	18057.2
24279.3	18496.8
29828.9	20761.1
27059.7	21171.6
31364.9	21161.3
16204	21600.9
15225.8	21886.1
15149.2	22230.4
12054.4	23674.4
13792.3	24141.4
23210.6	24966.6
15077.2	25302
33482.9	25907.9
14155.2	27257.7
7150.7	27546.3
5942	28011.9
15972.3	28776.9
35106.6	28792.5
38013.5	29009.2
26508.3	29631.3
30324.4	29758.7
12413.2	29865.4
22163.6	31237.6
18654.4	32307.9
16944.3	33746.7
31763.9	34782.8
25875.7	35591
23966.5	36804
19509.3	3134.4
33565.9	6184
26761.6	6623.9
33630.2	7280.8
32337.6	7345.3
40367.9	7843.3
26267.6	9401.7
20702.3	10346.7
14874.8	10435.2
7768.5	10792.4
25028.6	10936
34884.7	10822.4
16529.9	11610.8
15823.2	11671
11111.7	12116.2
34242.3	12612.2
12615.8	13552.1
31814.8	13615.8
23681.4	14766.6
11599.2	14869
4155.1	15025
28181.6	15739.1
4374.7	16341.5
23364.2	16386.8
13930.1	17432.4
8538.1	18900.6
24356.3	20123.5
7908.8	20928.1
11030.4	22610.9
12677.2	23121.5
4030.7	24105.7
5421.8	24222.6
20593	25125.6
10846.6	25789.4
32848	25805
28841.9	26150.1
20577.7	26634.7
17224.7	26741.2
32108.7	26757.8
15842	28029.9
22059.6	28149.5
34486.5	29872.4
20695.2	30329.1
17640	30636.3
30946.8	30605.3
24310.6	31689.2
20840.5	34214.4
28495.9	36860.5
25524.9	38028.6
15980.8	3034.7
24151.6	3728.9
16363.1	3853.4
21767.3	4183.1
14699.3	5772.5
8239.8	6982.3
24635.1	7361.2
39217.8	8192.1
6101.5	8760.2
21879.8	9032.1
37931.2	9163
16446.7	10080.5
11304.7	10890.4
26438.4	11961
30851.9	11922.1
30750.4	12757.4
15068	13186.3
26193.8	13773.6
16187.6	14053
33820.3	14568.4
34603.9	14858.3
18771.8	15062.5
26229.2	15856.2
24258.1	18395.4
16473.9	19874.1
34656.1	20409.9
29785.6	20886.6
27080.4	21184.2
16210.5	21561.9
15115.4	22238.5
31466	22375.2
32786.7	22525.2
16022.6	23348.5
34811.5	23324.7
21261.8	23556.3
28446.5	24502.8
5856.4	25417.4
12676.4	25320.4
30457	26121.3
24434.4	26387.1
34051.8	27137.3
21179.8	27414.7
24607.9	27419.2
26121.5	28659.6
32732.9	29399.2
36890.8	30945.4
12308.5	32236.9
13254.9	34063.9
13205.4	34844.3
13806.7	34872.6
25549.5	34908.4
24843.3	35237.9
25908.4	35615.6
8954.3	2511.2
19498	4327
23992.3	6346.8
23497.4	6748.4
7498.2	6983.9
35252.9	7121.9
28097.5	7881.2
17127	8044.4
30410.9	8657.4
20499.3	10665.8
7752.9	10739.8
32107.7	11958
10177.9	12046.9
4169.7	14933.1
11209.9	15190.5
23637.4	15787.9
23438.4	16390.9
19218.9	17102.2
29841.9	17837.5
30421.7	18648.5
34437.9	18672.7
10383.3	19188.4
22270.2	19238.2
14776.6	19652
18658.8	19751.6
23781.5	19999.7
28685.8	20100.7
7929.8	20913.6
35124.4	20976.5
31562.9	25468.8
24142.2	25917.7
27917.2	26385.4
14112.5	27273.8
33173.3	28576.5
22146	31243.5
15343.5	32065.8
18678.7	32292.5
34432.8	33241.9
17557.6	34803.4
27076.1	34775.7
24872.6	37140.4
16786.2	2671.6
19507.1	3156
40375.6	7778
21874.3	8982
5611.1	9684.1
8911.6	9595.1
20694.6	10350.7
34880.1	10779.4
15848.8	11680.9
11133.8	12151.3
6317.5	12111.7
16609.1	12602
31814.8	13664.4
23694.2	14781.8
34616.1	18738.2
16801.9	18879.8
13603.2	19113.9
35059.1	19200.7
28533.4	20784.9
31466.8	22365.1
11027.5	22608.9
6909.9	22886.1
9208.1	22910.9
12675	23100.1
25257.7	23157.6
5405.9	24221
28428.2	24445
6923.1	24740.9
16615.4	25453.8
35012.8	25430.7
28821.6	26146.8
17219.5	26759.3
32101.4	26750.8
21701.5	28608.7
31767.1	29301.4
11060.9	29645.5
34428.5	29831.5
14439.5	30372.4
17579.5	30632.5
8489.4	32093.9
34673.4	32279.8
20835.7	34183.9
25867.4	35567.3
14156.7	36347.5
29402.5	38993.3
9337.2	6403.6
37135.8	8507.4
14165.2	8708.2
28012.6	10299.8
28687.2	10448.2
20468.8	10635.2
25045.5	10952.7
26413.8	11902.1
32098.1	11932
12599.4	13581.2
8475.2	13994.3
16215.9	14016.4
7373.6	14344.3
28734.1	14859
11183.6	15195.1
33140	16213.7
31561.6	16329.1
13954.5	16514.3
16814.3	17680.3
4936	18445.9
3871.3	19354.6
32094.6	19740.1
20563.7	19989.2
24392.2	20114.3
20950.2	21265.9
15264.6	21818.6
16041.5	23368.8
21247	23567.1
9812.1	24052.3
34240.6	24104.6
20592.3	25148.9
32251.9	25499.3
30480.3	26070.1
24444.7	26361.9
27921.9	26386.6
17747.4	28503.5
27386.6	28739.4
12435.9	29872
15324.8	32118.1
13286.8	34054.8
25560.5	34805.9
8970.9	2529.6
16758.2	2733.8
16317.6	5859.6
23329.6	8877.7
28276.6	9732.3
38324.8	9682.9
37391.3	10213.1
14858.8	10420.9
37128.7	11155.2
7144.9	11405.2
8023	11940.6
11362.6	12187.1
16637.4	12613.4
13027	12725.9
30750	12811.1
21876.8	14816.6
11615.6	14867.2
18767.6	15061.5
27359	15049.4
33113.3	15343.9
9856.7	15552.2
23675.9	15754.6
15079.6	16084.3
11137.5	16473.5
20887.7	17167.1
17246.7	17311.6
22259.5	19243.4
23811.3	19986.8
35391.6	20050.7
27768.7	20544.6
28748.6	20745.5
31321.6	21167.1
23565.5	22281.9
31404.8	22324.8
6529.6	25120.9
32859.6	25793
26842.4	26528.3
14131.7	27360.8
22058.4	28154.5
35331.8	30699.8
17178.6	31547.7
12327.4	32255.6
18647.7	32333.1
20856.4	37346.4
20277.9	38483
18439.2	5243.4
12792.6	7051
33201.2	7355.1
37098.2	8547.1
34114	10003.7
20504.9	10661
6338.1	12141.5
26141.6	13750
7444.8	14337.5
33813.2	14601.1
4173.7	14997
11163.2	15203.3
13949.1	16504.2
20000.9	18995.1
35050.6	19215.3
17750.7	19979.6
28709.4	20070.2
24844.3	22474.4
2914	22722.2
12019.3	23708.2
29452.7	24339.3
6912.3	24779
34999.3	25388.8
14284.4	25683
28806.3	26135.8
24410.8	26358.4
27967	26400.9
32086.3	26747.7
11206.9	27442.2
7148.9	27543.2
35757.2	28426.8
8963.3	29478.4
17591.3	30631.8
18778.6	30737.9
22180.7	30764.3
34475.5	33232.3
16914.5	33756.2
13825.3	34846.3
31151.5	35273
14150.3	36341.6
25469.6	38104.2
7487.2	6990.5
28208.4	7868.1
6095.5	8798.5
14170	8692.6
27992.9	10310.1
24454.3	10476.9
11293.3	10911.3
25045	10963.7
7138	11439
12245.8	11450.4
26431.7	11901.2
34748.1	12384.7
14997.9	13161.5
14445.6	13732.6
11613.4	14822.5
22058.3	15554.9
24249.5	17429.7
16768.6	17659.7
8531.8	18872.8
26788.3	19077.4
32071.8	19711.9
28527.6	20598.5
5287.3	20739.8
7912.7	20929.1
27079.5	21203.1
24258.9	21890.4
22042	22154.2
11715.1	22181.7
15143.3	22270.4
9802.5	24036.7
6523.5	25111.5
32253.6	25570.3
26943.6	26534.1
14149.1	27337.4
23054.1	27668.3
17734.7	28634.3
12354.8	29815.5
34523.7	29901.1
22166.3	31225.7
24292.5	31709.5
21815.8	31796.2
15360.2	32155.3
9037	32476.6
29340.9	32547.2
31763	34737.9
25876.5	35590.9
28513.6	36861.5
35235.1	7169.6
40386.2	7776.4
17565	9879.8
16377.6	10037.7
14860.1	10425.7
32165	11874.2
6325.6	12138.5
12943.8	12732.7
16226.8	14046.6
34645.8	14931.2
15116.5	15145.6
11189.5	15206.9
26224.2	15888
15106.8	16045.3
24257.7	16599.6
11629.7	16898.7
32424	17996.5
24261.8	18416.4
13572.1	19077.9
18621.2	19726.5
20549.5	19987.5
34989.6	20983.2
23523.2	22305.9
2937.7	22708.1
5383.1	24234.1
6911	24735.7
9498.1	24893.1
24428.9	26366.7
25340.6	26485
15989.5	28731.9
38021.8	28983.8
37198.1	29607.8
36987.1	30025.7
17176	31544.5
12297.7	32267.3
13269	33980.9
18274.9	35509.9
13348.6	319.8
8950.5	2500.1
14189.1	2665
34603.7	6254
7484.1	6978.7
5631.7	9694.1
37440.7	10231.8
11246.4	11005.3
37121	11139.2
12300.8	11440.1
15803.7	11702.3
20325	13234.4
14446.8	13721.9
8482.8	13945.7
4264	14960.3
18788	15063.6
27321.7	15057.7
19766.7	15508.6
13923.8	16518.7
19999.4	18968.2
24858.6	22495.6
32727	22587.3
16031.5	23357.8
6754.8	23642
21267.4	23584.2
29809.4	23593.6
30722	23865
6523.8	25120.9
31540.4	25393.4
24629.7	27395.2
23073.6	27634.4
13968.5	28140.1
27371	28763.3
22442.1	30141.4
24274.9	31648.9
29306.4	32520.9
25557.5	34799.8
25871.8	35609
22362.7	37500.8
21750.4	4209
9340.2	6374.1
37118.9	8477.4
14194.1	8670.9
23267	8864.7
19469.8	9332.4
14846.1	10456.2
38070.7	10793.1
16546.2	11614.8
16594.8	12599.3
8721.2	12630.1
30662.4	12692.9
15061.9	13202.1
5601.1	14098.6
33836.5	14572.5
21877.1	14803.2
23638.2	15770.7
6981.3	17404.5
14008.5	17458.2
16822.2	17664.8
4920.2	18475.1
27214.8	18527.7
8512.9	18859.1
35044.9	19259.2
3921.3	19325.3
28563.4	20552.2
20946	21215.6
16211.8	21551.4
23544.4	22293.2
9213.7	22917.5
